,28697031,,5763568,,1985051,,13427954,,11609371,,13509063,,6513409,,13037871,,13617613,,13608240,,13392964,,15880648,,4580559,,60542,,28331133,,9451404,,3526836,,3830764,,9864393,,6746764,,9090436,,9463801,,30896894,,9704469,,10847324,,9709061,,4709535,,10825053,,526193,,11260777,,13493892,,2228301,,28625498,,13105426,,13110268,,14574721,,14533782,,12429708,,12429732,,14533715,,13006258,,12818381,,14943719,,4585453,,4585810,,4418832,,14960818,,14998963,,24882297,,15016455,,11451548,,15131793,,10850082,,24562700,,9876189,,15002314,,13024833,,8575746,,13010107,,11989688,,6598421,,13141929,,13167065,,13166841,,12940500,,11616385,,28680162,,5273595,,1599101,,4525931,,3998053,,13184903,,15116603,,11967765,,3369811,,PARCEL_POLY_ID: 8173096,,4652606,,15219011,,15058093,,14882183,,15058042,,7401931,,17805309,,28452437,,14990148,,14827018,,14827034,,9851879,,4767047,,15205070,,1552759,,15044921,,15055990,,14137097,,14638649,,15229874,,14046504,,15023681,,14783762,,14625024,,14725053,,12478644,,25600605,,25532555,,4251628,,14783673,,14986671,,14919427,,15042570,,15046281,,29494206,,15048845,,14885522,,14969262,,11493631,,3248356,,11798653,,9391878,,12233421,,9825771,,4141130,,15226671,,15004082,,6088554,,18824749,,14877635,,14878721,,14639203,,14947714,,31522564,,1537342,,9743189,,15008851,,13685805,,24344532,,13524895,,25072787,,17023416,,14801965,,12642398,,18134211,,12953318,,16059891,,9728694,,13169874,,17651816,,7553765,,10450939,,12938653,,16192508,,17015278,,30507537,,17015286,,12842796,,17017696,,16474775,,16462106,,13635191,,9941738,,16451236,,16438639,,14504197,,24337234,,16593090,,30718805,,12712591,,13283961,,18881505,,13499351,,11625333,,30971969,,12988499,,14293625,,5092370,,16622511,,16652991,,8242615,,4622821,,4818954,,7939591,,10329935,,3888410,,13064291,,1969439,,11817089,,13175327,,13175424,,4312031,,5111323,,13368460,,2892871,,5845645,,13312448,,13319141,,23044021,,13318918,,30935199,,8287627,,24585751,,15094456,,10340092,,5361397,,18502296,,17889081,,15113540,,15113931,,5018617,,7007540,,24475670,,5760348,,15095037,,15182371,,15703258,,15303641,,15197409,,15303608,,15285804,,24926671,,15410242,,WLS:28720,,14157357,,5869030,,12759449,,14293790,,14172844,,7489340,,16273460,,4540522,,5705657,,14172429,,6596592,,6002145,,8070946,,12021865,,15222144,,5831482,,15059031,,8247269,,7646496,,4969928,,24244317,,9943528,,15007685,,7494785,,11008679,,7431694,,7901917,,17638739,,4403835,,15391191,,11757434,,15618714,,7901887,,13457501,,15040348,,15142949,,8361207,,16175280,,23966866,,26613719,,23850701,,13454331,,7545673,,12374555,,15286339,,18523811,,4596251,,15295133,,15753808,,15294111,,29762073,,13161130,,5697221,,14264714,,10305092,,17017114,,15006441,,11199105,,8597693,,27589901,,8603707,,8156816,,14975297,,4830954,,7070926,,24202088,,14785781,,11747455,,14885972,,6080944,,13581376,,2499207,,8391441,,4579135,,14976684,,15129411,,7073097,,14785757,,14886031,,1831933,,13926101,,13119630,,3630773,,7995865,,3515168,,12646512,,15374262,,10431951,,027393097,,015536289,,007173091,,011654244,,015005569,,007573189,,004463323,,013397087,,011730714,,015129861,,015185222,,003995593,,015252795,,015176959,,015321118,,017028043,,014997631,,015365972,,007570554,,012551121,,028708920,,014537150,,009579877,,018639356,,011791471,,013314459,,016547675,,012277207,,005723884,,016770790,,025210718,,027764273,,016327667,,014154587,,016327861,,007738323,,016827015,,008403813,,013625560,,014164744,,017218403,,016395221,,014576244,,028082001,,012391620,,010680934,,028532350,,016377001,,026021706,,013585673,,013585665,,013581821,,013575244,,028458541,,013908481,,016907124,,012508349,,016530390,,027903095,,011696591,,030730333,,016412621,,016334337,,016451074,,016452127,,018930034,,016811615,,018856535,,011836628,,024692841,,015286452,,015223167,,031339859,,028248864,,029617642,,004419154,,001583221,,013129376,,023170557,,013032348,,013029967,,012961043,,012983322,,013000284,,007527381,,012995771,,002218356,,012993204,,012983161,,013012363,,014314959,,014098024,,011647086,,010277005,,014032180,,013745026,,013970607,,013975595,,011922842,,030040175,,006542972,,011785179,,014126478,,026605074,,008979961,,007574088,,002926512,,029000882,,030807743,,014010691,,002080320,,002599619,,016527836,,019171111,,016451937,,028151143,,010984810,,009598456,,004549163,,014537311,,014547813,,003118916,,003405818,,001722981,,001642120,,008490279,,014570203,,003594734,,012862894,,003198324,,014598523,,014598388,,005722250,,005581419,,014555158,,014555000,,009393579,,004451325,,018182852,,003545423,,003031446,,001648951,,014685159,,011857781,,014645947,,014644576,,014646129,,014646064,,004558987,,013107461,,010977872,,029548799,,006559301,,005243360,,001721534,,013371398,,013487752,,005510295,,013167774,,011771674,,013363891,,004667735,,013389211,,009603671,,007874120,,013307525,,002790041,,013352229,,013421158,,023173017,,013358995,,003217922,,002743434,,013359967,,013298348,,027784894,,006166601,,013112171,,013168517,,007923325,,013363875,,013087045,,007113293,,026444771,,009717897,,007313845,,013059475,,010662413,,008498393,,015241327,,014961539,,017011531,,015765083,,015177254,,015278794,,018695248,,007601816,,013352261,,027674924,,008595879,,007592990,,013313045,,013324853,,013335766,,013315226,,001519573,,013509306,,007528485,,007025459,,003277950,,002889820,,013501771,,008324638,,004825039,,011233010,,011225874,,011226315,,011226820,,014157055,,007375921,,024955850,,015782271,,008082995,,006558275,,004347528,,014198690,,018221696,,014070332,,014231701,,014070286,,007836210,,013494643,,004682858,,026645050,,005797250,,015130193,,015174255,,015252671,,006082912,,010077723,,010859233,,009344284,,015213722,,004621247,,005573831,,007991533,,013287222,,015234941,,008924741,,009410368,,015530001,,023172215,,015560856,,015575691,,007770839,,015346927,,014691175,,012231002,,005647690,,015604373,,023253185,,026180791,,013157370,,007831081,,013225103,,007831251,,001699211,,013189344,,012994774,,013006193,,004027779,,014209799,,013021362,,017844754,,025679481,,012702625,,014388278,,003130754,,026359511,,027175545,,001938924,,012068535,,014423138,,023571047,,004003276,,013163132,,023405163,,004774132,,004474970,,008219516,,014527341,,004678281,,009469761,,014531241,,014526611,,032017928,,006399762,,002373874,,014508133,,009514856,,024233358,,018030921,,003308197,,014388189,,014373190,,002559421,,014393077,,013027981,,014687291,,006822177,,013222279,,012937436,,012940348,,012940470,,013415328,,012966428,,012965456,,002545217,,013159577,,013172972,,013197347,,013081438,,012964565,,013216104,,013188097,,013218271,,008515271,,011757141,,007573928,,005036259,,005632358,,013143743,,023579102,,017482348,,012427241,,016434641,,016474902,,009278648,,016431243,,031519571,,014591448,,014939606,,014653222,,015182045,,004885872,,006217311,,007500084,,004463161,,008608857,,014771195,,015045528,,007009879,,008617864,,003529151,,014778939,,013021516,,013014943,,014177226,,025428276,,030622611,,024494615,,009312188,,004654048,,009634347,,003759288,,014336391,,018160646,,014199092,,024632252,,030742412,,027985288,,011953276,,008390894,,005369657,,013334891,,024812404,,013255835,,013163329,,012936472,,013151649,,017738369,,004863500,,013347799,,014510464,,013290177,,013253506,,002648318,,003831485,,013455478,,006198741,,017563984,,017952425,,023167866,,008240272,,004348265,,010145559,,007743645,,018361765,,015494110,,10911545,,11587083,,WLS.84118,,12934127,,12934119,,1518038,,1505297,,4701992,,24921033,,14094517,,7930381,,7478259,,10609547,,8586527,,5149843,,27327442,,13912062,,18493181,,13770501,,13772953,,3932613,,8349851,,13806530,,13860836,,17785707,,3269710,,11738189,,12628247,,13627881,,13640500,,11411295,,23245239,,14374722,,14167891,,14337151,,9605479,,13255681,,WLS.94236,,13372751,,13208811,,7831765,,23286750,,12071951,,17755883,,1520121,,13359738,,13513494,,13418424,,13418106,,13081543,,15504841,,15058972,,15015998,,15020975,,8636567,,3924190,,13881191,,16974689,,14236630,,10132520,,11233001,,7621914,,6637728,,14774500,,13697315,,5019893,,14988372,,4768710,,4769040,,15296679,,16974697,,WLS.3143,,25637461,,WLS.47763,,18518044,,23699795,,15874893,,10159398,,17012741,,15776417
January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0,January,0
February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0,February,0
March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0,March,0
